ts,iso,side,price,qty,setup,score,regime,atrScale,hwmScale,setup11TradeId
1744299900000,2025-04-10T15:45:00.000Z,LONG,78706.17,0.001000,agg(9),9,BEAR,0.632,1.000,
1744393500000,2025-04-11T17:45:00.000Z,SHORT,83842.01,0.001000,aggS(9),9,BEAR,0.688,1.000,
1744573500000,2025-04-13T19:45:00.000Z,LONG,83803.89,0.001000,agg(9),9,BEAR,0.899,1.000,
1744826400000,2025-04-16T18:00:00.000Z,LONG,83777.99,0.001000,agg(9),9,BEAR,0.780,1.000,
1745848800000,2025-04-28T14:00:00.000Z,LONG,94332.98,0.001136,agg(9),9,RANGE,1.136,1.000,
1746020700000,2025-04-30T13:45:00.000Z,LONG,93780.82,0.001370,agg(9),9,RANGE,1.370,1.000,
1748001600000,2025-05-23T12:00:00.000Z,LONG,108642.3,0.001209,agg(9),9,RANGE,1.209,1.000,
1748211300000,2025-05-25T22:15:00.000Z,LONG,108285.15,0.009861,S10,3,RANGE,1.409,1.000,
1748526300000,2025-05-29T13:45:00.000Z,LONG,107476.53,0.001500,agg(9),9,RANGE,1.500,1.000,
1749151800000,2025-06-05T19:30:00.000Z,LONG,102390.42,0.001000,agg(9),9,RANGE,0.941,1.000,
1749156300000,2025-06-05T20:45:00.000Z,LONG,101138.15,0.001000,agg(9),9,RANGE,0.836,1.000,
1749761100000,2025-06-12T20:45:00.000Z,LONG,105888.97,0.001000,agg(9),9,RANGE,0.995,1.000,
1749774600000,2025-06-13T00:30:00.000Z,LONG,103389.99,0.001000,agg(9),9,RANGE,0.823,1.000,
1750119300000,2025-06-17T00:15:00.000Z,LONG,106614.67,0.001078,agg(9),9,RANGE,1.078,1.000,
1750431600000,2025-06-20T15:00:00.000Z,LONG,104152.24,0.001228,agg(9),9,RANGE,1.228,1.000,
1750440600000,2025-06-20T17:30:00.000Z,LONG,102760,0.001064,agg(9),9,RANGE,1.064,1.000,
1750716900000,2025-06-23T22:15:00.000Z,SHORT,105127.99,0.009429,aggS(10),10,RANGE,0.786,1.000,
1752544800000,2025-07-15T02:00:00.000Z,LONG,118783.48,0.001183,agg(9),9,RANGE,1.183,1.000,
1752549300000,2025-07-15T03:15:00.000Z,LONG,117200.01,0.001026,agg(9),9,RANGE,1.026,1.000,
1753049700000,2025-07-20T22:15:00.000Z,LONG,116935.3,0.001500,agg(9),9,RANGE,1.500,1.000,
1753415100000,2025-07-25T03:45:00.000Z,LONG,115682.01,0.001374,agg(9),9,RANGE,1.374,1.000,
1753902000000,2025-07-30T19:00:00.000Z,LONG,116000.01,0.001259,agg(9),9,RANGE,1.259,1.000,
1754404200000,2025-08-05T14:30:00.000Z,LONG,113014.01,0.001332,agg(9),9,RANGE,1.332,1.000,
1754795700000,2025-08-10T03:15:00.000Z,SHORT,117945.36,0.001500,aggS(9),9,RANGE,1.500,1.000,
1755176400000,2025-08-14T13:00:00.000Z,LONG,118215.84,0.001000,agg(9),9,RANGE,0.825,1.000,
1755613800000,2025-08-19T14:30:00.000Z,LONG,114343.62,0.001420,agg(9),9,RANGE,1.420,1.000,
1755872100000,2025-08-22T14:15:00.000Z,SHORT,115029.88,0.001000,aggS(9),9,RANGE,0.966,1.000,
1755875700000,2025-08-22T15:15:00.000Z,SHORT,116914.62,0.009918,aggS(10),10,RANGE,0.826,1.000,
1756151100000,2025-08-25T19:45:00.000Z,LONG,111340.01,0.001129,agg(9),9,RANGE,1.129,1.000,
1756713600000,2025-09-01T08:00:00.000Z,SHORT,109695.38,0.001390,aggS(9),9,RANGE,1.390,1.000,
1756782000000,2025-09-02T03:00:00.000Z,SHORT,110138.34,0.001305,aggS(9),9,RANGE,1.305,1.000,
1757026800000,2025-09-04T23:00:00.000Z,SHORT,111638.84,0.001500,aggS(9),9,RANGE,1.500,1.000,
1757082600000,2025-09-05T14:30:00.000Z,LONG,110950.05,0.001000,agg(9),9,RANGE,0.969,1.000,
1757429100000,2025-09-09T14:45:00.000Z,LONG,111801.28,0.001467,agg(9),9,RANGE,1.467,1.000,
1759155300000,2025-09-29T14:15:00.000Z,SHORT,113663.99,0.001500,aggS(9),9,RANGE,1.500,1.000,
1759508100000,2025-10-03T16:15:00.000Z,SHORT,123062.64,0.001247,aggS(9),9,RANGE,1.247,1.000,
1759657500000,2025-10-05T09:45:00.000Z,LONG,123222.9,0.001328,agg(9),9,RANGE,1.328,1.000,
1759846500000,2025-10-07T14:15:00.000Z,LONG,122992.66,0.001273,agg(9),9,RANGE,1.273,1.000,
1759850100000,2025-10-07T15:15:00.000Z,LONG,122183.17,0.001064,agg(9),9,RANGE,1.064,1.000,
1760029200000,2025-10-09T17:00:00.000Z,LONG,119939.23,0.001000,agg(9),9,RANGE,0.906,1.000,
1760110200000,2025-10-10T15:30:00.000Z,LONG,118669.25,0.001025,agg(9),9,RANGE,1.025,1.000,
1760932800000,2025-10-20T04:00:00.000Z,SHORT,110273.12,0.001066,aggS(9),9,RANGE,1.066,1.000,
1761049800000,2025-10-21T12:30:00.000Z,SHORT,108910.03,0.001241,aggS(9),9,RANGE,1.241,1.000,
1761058800000,2025-10-21T15:00:00.000Z,SHORT,111994.78,0.007873,aggS(10),10,RANGE,0.656,1.000,
1762276500000,2025-11-04T17:15:00.000Z,LONG,100923.41,0.001000,agg(9),9,BEAR,0.706,1.000,
1762443900000,2025-11-06T15:45:00.000Z,LONG,101845.16,0.001000,agg(9),9,BEAR,0.838,1.000,
1762447500000,2025-11-06T16:45:00.000Z,LONG,100520.14,0.001000,agg(9),9,BEAR,0.717,1.000,
1762514100000,2025-11-07T11:15:00.000Z,LONG,100126.96,0.001000,agg(9),9,BEAR,1.184,1.000,
1762698600000,2025-11-09T14:30:00.000Z,SHORT,103575.75,0.001456,aggS(9),9,BEAR,1.456,1.000,
1762786800000,2025-11-10T15:00:00.000Z,LONG,105152.64,0.001000,agg(9),9,BEAR,1.256,1.000,
1762938900000,2025-11-12T09:15:00.000Z,SHORT,104954.56,0.001465,aggS(9),9,BEAR,1.465,1.000,
1762962300000,2025-11-12T15:45:00.000Z,LONG,102586.58,0.001000,agg(9),9,BEAR,0.942,1.000,
1763045100000,2025-11-13T14:45:00.000Z,LONG,102221.03,0.001000,agg(9),9,BEAR,1.003,1.000,
1763095500000,2025-11-14T04:45:00.000Z,LONG,97248.78,0.004101,agg(10),10,BEAR,0.683,1.000,
1763124300000,2025-11-14T12:45:00.000Z,LONG,95351.82,0.001000,agg(9),9,BEAR,0.668,1.000,
1763387100000,2025-11-17T13:45:00.000Z,LONG,93742.55,0.001000,agg(9),9,BEAR,1.089,1.000,
1763568000000,2025-11-19T16:00:00.000Z,LONG,90006,0.001000,agg(9),9,BEAR,0.708,1.000,
1763655300000,2025-11-20T16:15:00.000Z,LONG,88735.08,0.003582,agg(10),10,BEAR,0.597,1.000,
1763694000000,2025-11-21T03:00:00.000Z,LONG,85681.65,0.001000,agg(9),9,BEAR,0.596,1.000,
1763728200000,2025-11-21T12:30:00.000Z,LONG,81699.83,0.001000,agg(9),9,BEAR,0.469,1.000,
1764178200000,2025-11-26T17:30:00.000Z,SHORT,88988.01,0.001000,aggS(9),9,BEAR,0.883,1.000,
1764340200000,2025-11-28T14:30:00.000Z,SHORT,92580.12,0.001200,aggS(9),9,BEAR,1.200,1.000,
1764548100000,2025-12-01T00:15:00.000Z,LONG,88719.99,0.001000,agg(9),9,BEAR,1.112,1.000,
1764603900000,2025-12-01T15:45:00.000Z,LONG,84314.51,0.001000,agg(9),9,BEAR,0.729,1.000,
1764953100000,2025-12-05T16:45:00.000Z,LONG,88386,0.003927,agg(10),10,BEAR,0.654,1.000,
1765145700000,2025-12-07T22:15:00.000Z,LONG,89300.01,0.001000,agg(9),9,BEAR,0.853,1.000,
1765206000000,2025-12-08T15:00:00.000Z,LONG,90952.33,0.001000,agg(9),9,BEAR,1.051,1.000,
1765553400000,2025-12-12T15:30:00.000Z,LONG,90624.46,0.001000,agg(9),9,BEAR,1.141,1.000,
1765810800000,2025-12-15T15:00:00.000Z,LONG,87503.22,0.001000,agg(9),9,BEAR,1.051,1.000,
1765817100000,2025-12-15T16:45:00.000Z,LONG,86202.46,0.004577,agg(10),10,BEAR,0.763,1.000,
1765983600000,2025-12-17T15:00:00.000Z,SHORT,89597.53,0.009384,aggS(10),10,BEAR,0.782,1.000,
1766087100000,2025-12-18T19:45:00.000Z,LONG,84759.6,0.001000,agg(9),9,BEAR,0.524,1.000,
1766115000000,2025-12-19T03:30:00.000Z,SHORT,87186,0.001000,aggS(9),9,BEAR,0.813,1.000,
1766762100000,2025-12-26T15:15:00.000Z,LONG,86908.69,0.001000,agg(9),9,BEAR,1.197,1.000,
1766974500000,2025-12-29T02:15:00.000Z,SHORT,89032.76,0.001447,aggS(9),9,BEAR,1.447,1.000,
1766979900000,2025-12-29T03:45:00.000Z,SHORT,89916.33,0.001284,aggS(9),9,BEAR,1.284,1.000,
1767001500000,2025-12-29T09:45:00.000Z,LONG,88076.2,0.001000,agg(9),9,BEAR,1.248,1.000,
1767199500000,2025-12-31T16:45:00.000Z,LONG,87495.66,0.001000,agg(9),9,BEAR,1.389,1.000,
1767722400000,2026-01-06T18:00:00.000Z,LONG,91717.92,0.001000,agg(9),9,BEAR,0.963,1.000,
1768320000000,2026-01-13T16:00:00.000Z,SHORT,93593.05,0.001099,aggS(9),9,BEAR,1.099,1.000,
1768342500000,2026-01-13T22:15:00.000Z,SHORT,95329.81,0.001000,aggS(9),9,BEAR,0.896,1.000,
1768402800000,2026-01-14T15:00:00.000Z,SHORT,96373.48,0.001253,aggS(9),9,BEAR,1.253,1.000,
1768780800000,2026-01-19T00:00:00.000Z,LONG,92977.7,0.001000,agg(9),9,BEAR,1.500,1.000,
1769014800000,2026-01-21T17:00:00.000Z,LONG,88090.28,0.001000,agg(9),9,BEAR,0.662,1.000,
1769095800000,2026-01-22T15:30:00.000Z,LONG,88692.42,0.001000,agg(9),9,BEAR,1.221,1.000,
1769366700000,2026-01-25T18:45:00.000Z,LONG,87285.77,0.001000,agg(9),9,BEAR,1.178,1.000,
1769699700000,2026-01-29T15:15:00.000Z,LONG,85547.05,0.006028,agg(10),10,BEAR,1.005,1.000,
1769737500000,2026-01-30T01:45:00.000Z,LONG,82018.85,0.008902,agg(11),11,BEAR,0.685,1.000,
1769870700000,2026-01-31T14:45:00.000Z,LONG,81097.67,0.001000,agg(9),9,BEAR,0.940,1.000,
1770143400000,2026-02-03T18:30:00.000Z,LONG,74240,0.015817,agg(10)+S9,10,BEAR,0.510,1.000,
1770217200000,2026-02-04T15:00:00.000Z,LONG,74498.01,0.001000,agg(9),9,BEAR,0.662,1.000,
1770223500000,2026-02-04T16:45:00.000Z,LONG,73277.4,0.001000,agg(9),9,BEAR,0.461,1.000,
1770304500000,2026-02-05T15:15:00.000Z,LONG,68296.72,0.001000,agg(9),9,BEAR,0.400,1.000,
1770323400000,2026-02-05T20:30:00.000Z,LONG,63729.09,0.005200,agg(11),11,BEAR,0.400,1.000,
1770336900000,2026-02-06T00:15:00.000Z,LONG,60081.74,0.010200,agg(9)+S9,9,BEAR,0.400,1.000,
1770389100000,2026-02-06T14:45:00.000Z,SHORT,68241.1,0.005918,aggS(10),10,BEAR,0.493,1.000,
1770394500000,2026-02-06T16:15:00.000Z,SHORT,69620.27,0.001000,aggS(9),9,BEAR,0.426,1.000,
1770447600000,2026-02-07T07:00:00.000Z,LONG,68776.36,0.001000,agg(9),9,BEAR,0.540,1.000,
1770451200000,2026-02-07T08:00:00.000Z,LONG,68099.6,0.002485,agg(10),10,BEAR,0.414,1.000,
1770540300000,2026-02-08T08:45:00.000Z,SHORT,70584,0.001000,aggS(9),9,BEAR,0.922,1.000,
1770633900000,2026-02-09T10:45:00.000Z,LONG,68450.87,0.001000,agg(9),9,BEAR,0.721,1.000,
1770659100000,2026-02-09T17:45:00.000Z,SHORT,70783.55,0.001000,aggS(9),9,BEAR,0.521,1.000,
1770734700000,2026-02-10T14:45:00.000Z,LONG,68030.41,0.001000,agg(9),9,BEAR,0.713,1.000,
1770784200000,2026-02-11T04:30:00.000Z,LONG,67572.77,0.001000,agg(9),9,BEAR,0.885,1.000,
1770790500000,2026-02-11T06:15:00.000Z,LONG,66891.13,0.001000,agg(9),9,BEAR,0.855,1.000,
1770819300000,2026-02-11T14:15:00.000Z,SHORT,68299.84,0.007932,aggS(10),10,BEAR,0.661,1.000,
1770912900000,2026-02-12T16:15:00.000Z,LONG,66557.4,0.001000,agg(9),9,BEAR,0.609,1.000,
1770996600000,2026-02-13T15:30:00.000Z,SHORT,69058.85,0.001000,aggS(9),9,BEAR,0.725,1.000,
1771160400000,2026-02-15T13:00:00.000Z,LONG,69427.76,0.001000,agg(9),9,BEAR,1.056,1.000,
1771256700000,2026-02-16T15:45:00.000Z,LONG,67485.45,0.001000,agg(9),9,BEAR,0.698,1.000,
1771595100000,2026-02-20T13:45:00.000Z,LONG,66785.48,0.005798,agg(10),10,BEAR,0.966,1.000,
1771809300000,2026-02-23T01:15:00.000Z,LONG,65111.19,0.001000,agg(9),9,BEAR,0.981,1.000,
1771863300000,2026-02-23T16:15:00.000Z,LONG,65491.58,0.001000,agg(9),9,BEAR,0.833,1.000,
1771867800000,2026-02-23T17:30:00.000Z,LONG,64570.38,0.001000,agg(9),9,BEAR,0.747,1.000,
1771982100000,2026-02-25T01:15:00.000Z,SHORT,65881.2,0.001000,aggS(9),9,BEAR,0.811,1.000,
1771985700000,2026-02-25T02:15:00.000Z,SHORT,66141.48,0.001000,aggS(9),9,BEAR,0.713,1.000,
1772727300000,2026-03-05T16:15:00.000Z,LONG,70883.9,0.001000,agg(9),9,BEAR,0.582,1.000,
1772806500000,2026-03-06T14:15:00.000Z,LONG,68983.76,0.001000,agg(9),9,BEAR,0.781,1.000,
1773008100000,2026-03-08T22:15:00.000Z,LONG,65774.2,0.001000,agg(9),9,BEAR,0.817,1.000,
1773152100000,2026-03-10T14:15:00.000Z,LONG,69594.39,0.001000,agg(9),9,BEAR,0.791,1.000,
1773837900000,2026-03-18T12:45:00.000Z,LONG,72380.62,0.001000,agg(9),9,BEAR,1.085,1.000,
1774138500000,2026-03-22T00:15:00.000Z,LONG,68904.26,0.001000,agg(9),9,BEAR,1.134,1.000,
1774608300000,2026-03-27T10:45:00.000Z,LONG,66816.67,0.001000,agg(9),9,BEAR,0.944,1.000,
1774621800000,2026-03-27T14:30:00.000Z,LONG,65896.2,0.001000,agg(9),9,BEAR,0.816,1.000,
1775096100000,2026-04-02T02:15:00.000Z,LONG,66942,0.001000,agg(9),9,BEAR,0.818,1.000,
1775958300000,2026-04-12T01:45:00.000Z,LONG,71405.4,0.001000,agg(9),9,BEAR,1.125,1.000,
1776348000000,2026-04-16T14:00:00.000Z,LONG,73697.26,0.001000,agg(9),9,BEAR,1.048,1.000,
